"ID","ccode","redist","finan","incbins","female","age","partyid","educ"
8493,"IL",4,9,4,0,31,1,1
6095,"SE",4,0,3,1,29,1,1
7909,"LV",4,0,5,1,25,2,1
5712,"BG",3,0,2,0,46,7,1
13919,"HU",5,4,3,0,77,2,1
4143,"AT",5,-1,4,1,39,2,1
5016,"HU",4,0,3,1,42,2,2
3452,"ZA",4,2,3,1,62,7,1
9955,"CZ",3,0,2,0,46,7,1
14002,"ZA",3,4,5,0,57,6,1
3572,"HR",4,0,2,1,78,2,1
398,"CZ",4,1,1,1,68,4,1
12487,"PH",3,3,2,1,79,7,2
19481,"TW",2,2,5,1,54,4,3
20906,"ES",2,4,2,1,73,2,1
12104,"TW",2,2,2,1,69,7,2
874,"DE-W",5,-1,1,1,50,2,1
2117,"CY",4,5,2,1,64,2,4
17811,"UA",5,-1,1,1,33,3,1
2625,"KR",4,2,1,1,68,1,1
20523,"TR",2,1,1,1,73,3,1
7243,"CN",2,0,3,0,48,2,1
8952,"HR",5,1,1,1,67,4,2
4986,"FR",4,1,4,1,51,3,2
3386,"AT",4,1,2,1,70,2,4
11338,"SK",5,1,2,1,61,1,2
6798,"BE-FLA",4,2,4,0,61,4,1
8312,"AU",4,1,1,1,75,7,1
17195,"DK",4,1,2,1,75,7,2
4065,"CN",4,1,3,1,21,2,2
10723,"CH",3,1,5,0,53,2,1
13231,"FR",5,1,1,1,78,1,1
15754,"JP",4,2,5,0,33,3,4
10877,"GB-GBN",3,1,4,1,63,7,1
2257,"HR",3,1,4,1,48,7,1
13343,"ZA",4,1,4,0,48,2,1
17665,"AR",3,0,3,1,30,7,2
5362,"TR",5,2,1,0,70,1,2
1007,"UA",4,0,2,0,34,2,2
6924,"CY",4,2,4,1,46,7,1
15438,"CH",3,0,1,1,39,7,1
2649,"TW",3,1,4,0,55,2,1
16749,"IL",3,1,3,0,41,6,1
18193,"UA",5,0,2,0,70,2,1
2450,"BE-FLA",5,1,4,1,48,2,2
6200,"UA",5,-1,1,0,57,7,1
10313,"AT",5,4,5,1,21,4,2
15079,"CL",4,1,2,1,73,2,2
17153,"TW",4,7,5,0,51,4,4
19996,"LV",5,0,4,0,69,1,1
20672,"UA",4,6,4,0,46,4,2
18724,"IL",4,1,3,0,77,3,1
15708,"CL",4,6,5,1,20,4,2
10457,"TR",4,5,5,1,44,4,2
3453,"RU",5,4,5,0,45,7,2
3314,"FR",5,5,5,1,18,4,1
20463,"TW",5,0,2,0,69,2,1
18748,"CZ",2,5,5,0,19,4,1
7855,"BE-FLA",5,0,5,1,26,7,1
1696,"CN",4,7,5,1,51,4,2
387,"CN",2,7,4,1,70,3,4
1129,"FR",5,4,5,0,49,2,2
17435,"FR",5,-1,1,0,55,2,1
7569,"CZ",5,6,5,0,18,6,1
5221,"HR",4,2,3,1,61,2,2
1619,"ES",4,6,5,1,19,4,2
20507,"RU",5,3,5,0,29,7,1
19139,"NZ",3,2,3,0,19,7,1
9858,"HU",4,3,4,0,25,2,1
10904,"GB-GBN",2,1,1,0,29,7,1
6454,"TW",2,0,4,0,24,7,1
2091,"CL",4,2,5,0,20,3,1
5800,"RU",5,-1,4,0,22,6,1
8518,"CL",3,3,4,0,23,4,1
8073,"ZA",4,0,4,0,58,3,1
5889,"CH",3,3,5,0,40,2,4
8973,"SI",3,4,4,0,61,2,1
1359,"RU",4,1,3,0,40,6,1
15390,"IS",5,2,4,0,59,7,1
17862,"CN",5,1,1,1,58,1,1
530,"NZ",2,3,5,0,46,2,1
10778,"CH",3,2,3,0,43,2,1
5152,"TR",3,1,1,0,66,2,1
14134,"ZA",2,5,5,0,52,2,4
2302,"UA",1,6,5,0,71,2,1
6730,"NO",2,5,5,1,33,4,2
8727,"TR",3,1,1,1,70,3,2
7751,"IL",2,5,3,0,46,1,3
18658,"DE-W",3,4,4,1,64,3,2
10068,"GB-GBN",2,5,3,0,55,2,2
8218,"IT",3,5,1,1,66,5,2
5731,"PH",2,-1,5,1,27,3,4
3079,"ES",1,9,1,1,23,3,2
8069,"CL",1,0,5,0,37,4,2
14648,"HR",2,6,5,1,37,3,4
7938,"BG",4,9,5,0,29,7,3
1777,"NO",4,6,5,0,36,3,4
15943,"US",1,4,1,1,68,5,2
20325,"NZ",4,5,5,0,49,1,4
950,"RU",5,-1,5,0,33,3,2
9129,"SI",4,3,4,1,47,2,3
1561,"FR",1,-1,4,0,30,4,3
20053,"SK",3,9,2,1,71,3,3
7842,"SK",2,0,1,0,22,2,4
2095,"DK",4,5,5,1,26,1,3
4856,"AT",4,0,1,1,86,5,2
7844,"FR",4,7,4,0,62,3,3
9370,"AU",3,0,2,1,21,1,2
12414,"LV",4,1,1,1,28,1,3
17971,"US",4,6,1,1,64,5,2
7406,"AR",1,1,4,0,30,2,3
13056,"RU",5,0,3,1,30,2,3
558,"KR",2,2,4,1,25,4,4
18317,"FR",4,2,4,0,52,2,3
8752,"ZA",4,-1,2,1,31,2,3
2338,"PH",5,1,1,1,45,1,2
5603,"SE",4,1,4,1,49,1,2
18151,"AU",2,1,3,1,48,2,4
6831,"BE-FLA",5,0,1,1,25,1,2
3597,"PT",2,3,2,1,58,5,1
7025,"RU",4,0,2,1,28,1,4
4344,"AU",2,8,4,0,44,2,4
12378,"DK",1,8,5,1,25,4,4
1268,"FI",5,3,3,1,58,1,1
7360,"SI",4,6,4,0,55,2,3
16861,"TW",1,-1,1,0,23,4,3
8771,"TR",2,1,4,1,38,2,3
15893,"NZ",1,9,1,0,23,1,1
5017,"KR",5,8,5,0,61,1,4
8289,"CY",2,2,4,0,40,3,4
5521,"CN",2,1,4,0,41,3,3
6930,"EE",2,6,3,0,46,3,4
119,"DK",4,2,1,0,22,1,3
18362,"IT",4,3,1,0,23,3,2
11803,"UA",4,10,5,0,42,1,2
17953,"UA",5,0,4,1,36,1,4
12999,"EE",5,-1,4,0,30,1,4
17407,"FR",1,3,4,0,44,4,2
5430,"ZA",4,9,4,1,38,2,2
19961,"KR",4,9,3,1,53,1,1
7812,"JP",4,7,4,1,36,2,3
9909,"HR",4,-1,3,1,31,3,3
14709,"CY",5,1,1,0,58,1,3
9801,"CN",5,3,5,1,31,2,4
18854,"ZA",2,9,4,0,48,1,3
3408,"AR",1,9,5,0,59,2,3
17445,"NO",4,2,4,1,28,2,3
16609,"AR",4,-1,4,1,27,1,4
14861,"SK",4,2,1,1,27,1,4
14801,"FR",4,-1,5,1,35,1,4
17312,"ZA",5,0,2,0,65,1,1
2128,"FR",1,2,1,1,70,4,2
16905,"PH",4,6,5,1,56,1,3
7814,"RU",4,10,5,0,53,1,4
2598,"CZ",4,0,5,1,32,3,4
14782,"TR",3,9,4,1,22,1,4
3735,"KR",4,3,2,0,80,4,3
7346,"US",4,-1,3,1,28,1,4
929,"CL",4,0,5,1,32,3,4
2224,"ES",2,4,5,0,25,3,4
12773,"IL",1,1,4,0,52,2,2
12176,"JP",1,6,3,1,40,4,3
11966,"ZA",4,0,1,1,31,1,4
10437,"DE-W",1,9,5,1,45,4,3
20740,"BE-FLA",5,-1,2,0,26,1,4
850,"NO",5,6,5,0,46,1,4
16052,"DE-W",5,7,4,0,79,2,4
19990,"PL",3,-1,5,0,40,4,2
11125,"US",3,1,4,0,28,3,4
9657,"FR",4,9,5,0,61,3,4
11312,"SE",4,2,4,0,31,1,4
15982,"VE",3,3,2,1,34,1,2
8590,"ZA",1,0,4,0,39,4,2
15451,"RU",5,1,4,1,33,1,3
5249,"SE",2,0,3,1,28,4,2
3966,"TR",4,5,5,1,33,2,4
7741,"CZ",3,0,4,0,50,1,1
7421,"DK",2,2,3,1,34,2,3
20663,"SE",3,1,5,1,51,2,1
13397,"GB-GBN",5,5,5,0,57,2,2
5510,"GB-GBN",4,0,1,1,64,2,2
20866,"ZA",2,9,4,0,68,4,3
18691,"HU",3,9,5,0,52,2,3
14619,"KR",3,2,2,0,23,5,3
15571,"FR",5,1,3,1,50,1,3
5788,"CH",2,-1,2,0,26,3,4
9132,"TR",5,6,5,0,60,1,4
6368,"IS",4,3,4,1,48,5,3
2486,"NO",5,1,2,1,36,2,1
373,"FR",5,6,4,1,58,3,3
737,"HU",1,10,3,0,63,5,2
19464,"DK",2,9,5,1,37,3,4
17418,"PL",1,7,5,0,39,3,4
5270,"TW",5,7,1,1,65,2,2
18019,"AR",3,9,5,1,42,2,4
15360,"AT",1,0,5,1,61,4,4
9616,"HU",4,6,5,1,49,2,3
5131,"DE-W",5,10,2,1,68,4,3
19363,"AU",3,10,5,0,66,4,3
15592,"FR",3,8,5,0,61,1,3
14785,"SE",3,3,5,0,41,4,3
10093,"ZA",1,4,4,0,51,4,3
12052,"CN",4,9,5,0,70,1,4
8635,"PH",2,1,1,1,71,5,1
15570,"CL",1,2,5,0,38,4,3
11411,"PH",1,-1,1,0,23,4,4
20434,"CH",5,5,5,1,53,1,4
20506,"SI",2,0,1,1,66,2,1
19091,"JP",1,2,4,0,31,1,4
17843,"CY",5,3,2,1,62,1,2
15415,"CN",4,0,2,0,55,1,2
16969,"CN",4,1,4,1,49,2,2
12064,"IS",1,4,4,1,48,4,3
5639,"AU",1,9,5,0,56,4,3
1925,"AT",5,10,4,0,68,1,4
4003,"RU",5,2,4,0,29,2,2
4387,"BE-FLA",1,3,5,1,56,4,2
11162,"TW",5,4,1,0,77,1,2
17832,"DK",5,10,4,0,65,2,3
1695,"IL",5,4,4,1,32,2,3
21197,"NZ",4,0,4,1,32,1,4
3221,"RU",1,6,5,0,44,4,3
15255,"KR",2,7,4,1,64,4,3
2070,"DK",2,1,4,1,36,4,2
16808,"CN",2,3,2,1,38,2,3
14750,"CN",5,0,1,0,57,5,3
5610,"FI",2,4,5,0,45,2,4
8954,"BG",5,1,2,0,69,1,3
769,"DK",3,5,4,1,61,4,2
8553,"UA",5,3,5,1,52,1,1
3529,"AU",5,1,2,0,38,1,4
1527,"GB-GBN",1,8,5,0,56,1,3
7262,"FR",2,9,4,1,61,4,3
418,"DK",1,2,4,0,50,4,3
3513,"AU",4,4,4,1,34,3,4
10154,"PH",4,3,5,0,64,4,2
5518,"JP",1,10,4,1,66,4,4
20961,"SE",2,4,5,0,27,4,2
14929,"FR",3,2,2,1,67,2,1
20297,"TW",2,6,5,0,67,3,4
14504,"ZA",1,9,4,0,66,4,3
11551,"TR",5,3,1,0,76,2,1
18905,"VE",1,6,5,0,53,4,2
8387,"IS",1,10,5,1,35,4,4
17767,"SI",4,-1,1,1,46,4,3
20398,"DK",4,0,3,1,35,2,1
16698,"VE",1,5,2,0,65,4,2
10659,"EE",5,-1,5,0,55,1,3
14573,"ZA",5,9,5,1,53,2,4
20868,"EE",5,5,4,1,47,1,4
20888,"AU",4,5,4,1,59,1,3
18919,"ZA",4,9,3,0,46,3,2
18988,"SK",4,0,4,1,50,1,3
262,"AT",3,5,5,0,48,2,4
3840,"SK",1,5,4,1,30,2,4
4006,"NZ",5,4,3,0,45,5,2
8561,"ZA",5,6,1,1,67,1,2
14121,"PL",4,1,3,1,44,2,3
1627,"AU",2,0,4,0,27,4,2
1250,"ZA",1,3,4,1,52,4,2
58,"CL",1,4,5,0,57,4,4
4626,"UA",5,1,5,1,58,1,2
5321,"KR",4,2,4,1,23,2,3
12115,"BE-FLA",1,5,5,1,41,2,3
17566,"CN",5,1,3,1,24,1,2
7590,"AU",5,7,1,0,71,5,3
5667,"ES",4,1,4,0,35,2,2
8815,"DE-W",1,2,4,0,55,4,3
15944,"FR",2,9,3,1,66,4,3
20775,"HR",4,5,2,1,69,5,1
11132,"SI",4,7,4,1,56,5,3
4624,"LV",5,0,2,1,64,2,2
14311,"DK",2,-1,5,0,32,4,3
9833,"CN",2,9,2,0,69,2,2
8833,"CN",5,10,2,1,73,2,3
1731,"NO",5,6,2,0,46,2,2
18337,"ZA",3,7,5,0,58,2,4
5458,"CL",4,1,2,1,27,2,4
7994,"US",3,0,5,0,39,5,2
8301,"FI",1,4,5,1,29,4,4
5634,"CN",1,5,5,0,46,4,2
16252,"EE",2,10,5,0,68,4,4
12221,"GB-GBN",1,5,5,0,42,4,2
8009,"KR",1,8,5,0,63,4,4
12589,"BE-FLA",5,6,1,1,64,2,2
18082,"HU",4,9,3,0,67,1,3
2922,"TW",4,9,4,1,60,3,3
20392,"DE-W",2,9,5,1,42,4,3
4768,"AT",1,9,5,0,42,4,3
10461,"KR",5,9,3,1,65,3,3
4972,"UA",4,5,4,1,67,2,3
11563,"CN",2,2,5,1,37,4,2
17424,"NO",2,6,5,1,64,3,3
16448,"FI",3,10,4,1,48,4,2
21002,"CN",4,6,5,0,46,3,4
16149,"PT",2,5,5,0,48,4,3
7152,"HR",1,3,5,0,41,4,4
7040,"PH",4,-1,2,0,40,5,2
17172,"FR",2,2,3,1,38,2,2
13328,"DE-W",2,8,5,0,55,3,4
7053,"KR",3,7,5,0,51,2,3
3710,"DE-E",5,0,2,1,58,5,2
944,"HR",2,0,3,0,57,3,3
10195,"ZA",4,0,1,1,84,4,1
12066,"EE",1,9,1,0,68,4,4
10848,"JP",4,9,1,0,73,5,4
8610,"KR",4,1,5,1,53,1,3
2830,"TW",5,5,4,1,57,2,2
14293,"IT",2,2,5,1,35,4,2
12655,"ZA",1,1,5,0,38,4,3
11234,"KR",3,0,3,1,56,7,1
17946,"DK",4,1,3,1,35,4,2
15484,"LV",5,5,5,1,53,1,3
1725,"KR",4,10,5,1,67,4,2
5929,"CL",1,10,5,0,59,4,4
3484,"BE-FLA",5,10,4,1,44,3,3
8926,"CN",5,3,4,0,60,3,4
14895,"AR",3,10,3,0,74,4,3
14211,"FR",5,2,1,1,78,1,2
7867,"AT",5,-1,4,1,34,1,3
18705,"DK",2,4,5,1,56,1,3
12163,"GB-GBN",4,1,3,0,32,2,3
9257,"NZ",1,9,4,0,52,5,4
21166,"CN",5,7,2,1,65,3,3
3983,"US",5,0,1,1,57,1,3
20600,"IS",2,6,5,0,45,4,4
10791,"DE-W",4,9,5,1,59,3,3
9966,"GB-GBN",5,2,1,0,20,3,1
16177,"BE-FLA",4,9,5,1,37,2,4
4710,"PL",1,10,4,1,67,4,4
6719,"NZ",5,1,3,1,45,2,3
20346,"IS",4,-1,3,0,47,2,3
16813,"LV",3,9,5,0,54,2,3
2038,"AR",5,4,4,1,31,2,4
5625,"CL",4,3,4,1,42,1,3
9377,"ES",2,4,5,1,52,1,3
922,"CZ",5,4,2,1,58,2,3
163,"CZ",1,9,5,0,58,2,4
1209,"TW",5,7,3,1,66,1,2
21030,"CH",3,7,4,1,42,2,3
15968,"AR",3,2,2,0,98,7,2
4772,"CY",1,2,4,1,42,2,2
1913,"FR",1,9,5,0,43,4,3
1191,"NO",1,10,3,1,62,4,3
9303,"RU",1,-1,2,1,43,2,2
2689,"PL",1,5,4,0,46,4,2
9338,"IL",3,8,5,0,38,4,4
19821,"GB-GBN",2,6,5,0,55,4,3
8344,"AU",2,4,4,0,46,4,2
13512,"EE",3,1,5,0,50,4,4
20341,"FR",3,-1,1,0,23,3,2
4033,"KR",4,1,4,1,32,4,3
10679,"IT",3,10,4,0,36,4,2
18980,"IL",3,0,5,0,25,4,2
20621,"VE",3,4,4,1,50,2,1
9478,"TR",5,9,4,1,67,1,3
17083,"DE-W",2,4,4,0,35,4,3
1496,"RU",3,4,2,1,63,4,2
1334,"TW",4,10,5,1,57,4,3
9674,"TW",1,10,5,0,53,4,2
57,"AU",1,8,5,1,43,4,3
11319,"JP",2,5,4,0,51,5,3
6597,"CZ",5,9,2,1,63,5,1
20366,"CN",4,8,3,0,48,2,2
3352,"US",4,9,3,1,69,1,3
16739,"AR",4,5,4,0,47,4,3
2268,"BG",3,1,1,0,67,2,1
2,"CN",4,5,3,1,64,5,3
10185,"GB-GBN",4,8,4,1,66,2,3
1151,"CZ",2,7,2,0,62,5,1
4818,"PL",2,7,5,0,54,2,2
14792,"HU",5,0,2,0,78,1,4
9295,"CN",1,9,5,0,64,4,4
3017,"TR",2,6,5,0,62,4,2
15185,"AT",1,5,2,1,38,4,1
11726,"FR",4,9,3,0,72,2,3
5092,"HU",4,2,5,0,44,1,3
2288,"AU",1,7,1,0,27,4,2
3617,"IS",4,10,1,1,21,1,3
16915,"JP",1,10,5,0,46,3,3
11582,"JP",1,9,5,0,45,4,2
20831,"CH",2,8,2,1,76,4,2
9096,"ZA",3,1,4,1,38,1,4
8508,"CN",4,0,3,1,32,2,3
18972,"TR",1,3,3,1,28,4,4
4164,"ZA",4,6,5,0,59,2,3
13618,"CN",1,10,5,0,46,3,4
2309,"US",4,8,5,0,58,1,3
11804,"FR",3,4,3,1,42,4,3
19038,"CY",4,9,1,0,83,5,1
414,"ES",5,4,3,1,57,1,3
8958,"US",1,9,3,1,57,4,3
16874,"DE-W",1,9,5,1,66,3,3
1936,"TR",5,0,1,1,68,2,3
4634,"CY",2,2,2,1,61,2,2
12322,"NZ",4,2,2,1,61,1,3
4866,"JP",4,10,4,0,73,4,2
16967,"FI",3,5,5,1,45,2,2
8348,"HU",4,0,2,1,41,1,3
760,"DK",2,0,1,1,59,5,1
2470,"CH",4,0,3,1,35,1,3
16362,"TR",4,0,3,1,29,2,3
16341,"BG",4,1,5,1,43,4,3
4129,"AR",2,9,5,1,55,4,4
7091,"TW",1,6,4,0,61,4,3
755,"PH",3,2,3,1,46,2,2
8407,"AU",1,3,4,0,42,4,2
3007,"UA",4,1,3,0,49,1,3
20354,"BG",2,1,4,0,46,3,3
12557,"KR",5,7,3,0,44,2,3
5074,"VE",4,9,2,0,87,5,2
15585,"FR",3,3,4,0,59,3,2
12800,"BE-FLA",2,9,5,1,53,5,3
10280,"US",2,0,1,1,23,4,2
7703,"HR",3,2,1,1,63,1,2
11828,"DK",5,9,5,1,48,1,3
6413,"LV",1,6,1,0,70,1,2
17515,"PL",2,10,2,0,24,4,3
16503,"DE-E",3,3,5,1,44,1,2
20674,"JP",1,7,3,1,48,4,2
9534,"ZA",5,2,2,0,65,1,2
17710,"BG",5,2,2,0,50,5,2
14663,"CH",4,-1,1,1,32,2,3
17723,"HR",1,9,4,0,62,1,2
153,"HR",5,0,5,1,39,5,3
21213,"CH",5,1,2,0,64,1,1
16867,"IS",3,3,5,0,44,4,2
18292,"IT",1,7,4,1,64,4,3
5891,"SI",5,0,3,1,38,1,3
15018,"DE-W",4,9,5,0,61,2,2
11507,"HU",4,9,5,0,61,1,3
4215,"ES",3,9,4,0,63,5,2
20540,"UA",5,5,2,0,36,2,2
38,"TR",1,2,4,0,29,2,2
7245,"HR",4,2,4,0,29,3,3
6801,"AT",4,6,4,0,56,1,3
3290,"AT",4,0,2,1,65,2,3
14699,"HU",3,1,4,1,28,1,3
8181,"VE",3,1,3,1,49,4,3
3834,"FR",5,1,5,1,54,1,3
1699,"US",3,0,2,1,33,2,1
7335,"ZA",4,5,2,1,52,4,1
10298,"IS",3,1,5,0,43,3,4
10561,"NZ",5,0,4,1,38,1,3
12205,"IS",5,5,2,0,58,2,2
17287,"SK",4,0,3,1,30,5,3
2909,"AR",1,9,5,0,50,2,1
8212,"TR",3,0,1,1,58,1,1
12558,"UA",2,5,1,1,71,2,1
17748,"ZA",2,1,5,0,62,4,2
3060,"SE",1,3,3,0,53,4,3
19510,"PH",5,1,1,1,66,1,3
3312,"PT",1,10,2,0,47,4,2
14747,"IS",5,-1,3,1,32,4,3
7990,"DK",5,2,1,0,73,1,3
10950,"CH",2,4,4,0,58,2,2
15705,"IT",4,7,3,1,62,1,3
19583,"AR",3,5,1,1,92,3,1
13561,"FR",2,10,1,1,59,4,2
12013,"JP",3,1,1,0,74,4,2
6213,"DK",5,7,4,1,66,1,3
2010,"GB-GBN",1,2,4,1,43,1,1
13580,"GB-GBN",5,6,2,0,54,1,2
5464,"EE",2,9,3,0,42,1,2
8261,"DK",4,9,5,0,49,5,2
10190,"HR",5,1,1,0,22,1,3
7912,"BE-FLA",3,6,2,0,63,3,2
8203,"FR",2,9,3,1,58,4,1
2174,"RU",5,9,5,0,57,1,3
17205,"GB-GBN",5,0,1,1,77,1,1
18229,"TR",1,8,5,0,45,4,2
2847,"DK",1,9,3,0,69,4,3
1024,"KR",1,2,3,0,31,4,3
7920,"VE",4,9,4,0,61,2,3
16716,"US",5,0,1,1,76,5,1
1241,"FR",4,3,4,1,48,2,3
15997,"CN",2,9,2,0,73,4,2
538,"US",4,1,3,1,37,2,2
7338,"JP",5,-1,3,0,48,1,4
6032,"NZ",4,-1,3,0,33,3,3
363,"PL",2,-1,2,1,27,4,3
5814,"TW",1,8,4,0,61,4,3
3468,"CN",5,7,4,0,57,2,2
267,"IL",1,9,2,1,65,4,2
20019,"IT",1,9,4,0,63,4,3
18866,"DE-W",5,4,1,1,60,1,3
5672,"ZA",2,2,4,0,62,4,3
15060,"IL",5,-1,3,1,37,4,3
9383,"GB-GBN",5,4,3,1,50,2,1
20919,"BG",5,5,1,1,76,2,1
4227,"CN",4,5,2,0,66,2,3
18228,"SE",2,7,2,0,77,4,4
2593,"TW",2,10,2,1,67,4,3
3687,"KR",2,3,1,1,65,1,2
4717,"CY",3,9,3,1,64,4,3
7460,"NO",3,4,2,0,65,4,2
14431,"PH",5,2,1,1,52,2,2
11072,"EE",5,6,2,1,61,1,2
5416,"FR",5,2,1,0,67,2,2
19668,"RU",4,0,4,1,31,1,3
10996,"US",4,0,3,0,35,2,2
7244,"IT",5,6,3,1,30,2,2
5883,"KR",4,7,4,0,60,4,2
19692,"PL",4,0,1,1,73,4,2
19361,"IT",2,5,3,1,63,2,3
6137,"CN",4,2,3,1,42,2,1
14979,"LV",1,-1,4,0,46,5,3
2999,"EE",4,2,2,1,50,5,3
5795,"BE-FLA",3,7,1,1,62,3,1
15684,"LV",3,1,1,0,40,4,1
1783,"RU",3,1,3,0,29,3,2
17485,"SE",4,0,2,0,45,2,2
7780,"IL",5,1,2,0,60,1,2
21214,"IS",3,6,2,1,65,4,2
16957,"PH",1,0,5,1,46,4,2
4396,"BE-FLA",5,5,5,0,71,3,4
2872,"FI",5,1,1,1,65,1,3
7397,"ZA",5,10,1,0,76,5,1
7329,"HU",2,9,5,0,59,4,2
2925,"TW",2,-1,4,0,46,3,3
975,"JP",2,9,4,1,78,4,3
8300,"SI",4,10,1,1,22,5,3
4366,"ES",1,6,3,0,45,4,3
5002,"IS",5,2,4,1,56,1,3
16215,"AR",5,0,1,1,73,2,2
9729,"CN",2,3,3,1,34,5,3
4069,"IS",5,6,2,0,72,2,2
12490,"TR",1,2,1,1,47,2,2
11825,"DE-E",4,8,5,1,49,4,1
8100,"ES",4,9,5,0,20,5,4
17266,"VE",2,4,3,0,29,5,2
3896,"DE-W",5,8,2,0,67,5,3
9856,"PT",4,3,2,0,39,2,1
3164,"CN",4,3,4,0,65,4,1
9058,"UA",5,1,5,1,50,4,2
9266,"NZ",2,5,5,0,53,1,3
17244,"UA",2,0,3,0,53,4,2
7351,"PL",3,9,1,0,76,4,3
4942,"UA",1,1,4,1,48,4,2
11131,"SE",1,1,4,0,41,5,2
4524,"UA",4,9,5,1,52,2,4
4642,"CZ",4,9,3,1,41,4,3
9677,"ES",5,6,3,0,61,1,3
2248,"IT",4,9,1,1,67,4,3
11978,"SK",4,3,5,0,28,2,2
9619,"US",2,9,1,0,55,5,3
8500,"IT",5,0,3,1,32,2,3
18413,"CN",5,9,2,1,83,1,2
109,"UA",4,4,1,1,25,2,2
11420,"EE",2,9,3,0,23,4,2
10012,"SE",5,6,4,0,31,1,4
11373,"EE",4,1,2,1,53,2,2
2921,"IS",2,2,4,0,33,1,3
19118,"CH",3,2,3,1,40,4,4
9027,"GB-GBN",5,0,2,1,49,1,2
8809,"CY",2,1,2,0,30,2,4
9740,"US",4,9,3,1,62,4,2
19025,"AU",5,2,4,0,45,4,3
3848,"JP",4,-1,2,0,35,7,3
14844,"NZ",4,0,3,1,53,2,3
9491,"PL",4,1,5,1,28,3,4
14751,"ZA",1,0,1,0,66,5,4
3771,"KR",2,1,4,1,56,5,2
13959,"IS",3,8,2,0,59,5,3
15635,"HU",5,9,2,0,63,5,2
4868,"SE",5,-1,5,0,29,1,4
12418,"LV",3,6,3,0,36,4,2
15512,"CL",2,10,5,0,50,3,4
14540,"TR",3,3,1,1,80,1,1
10862,"IL",4,1,4,1,38,2,3
16408,"PH",4,2,1,1,26,4,2
12515,"KR",3,10,4,0,65,4,3
6166,"SE",5,6,4,1,74,1,4
2774,"IT",5,3,5,1,53,1,2
5267,"ZA",1,5,4,0,63,5,4
9404,"EE",5,2,3,1,55,1,3
21083,"BE-FLA",4,7,2,1,20,2,2
7639,"AR",5,1,4,1,45,1,4
5573,"RU",4,1,3,1,23,3,2
14755,"SK",5,1,4,1,40,2,2
11867,"JP",5,0,1,1,44,5,1
283,"VE",5,6,2,0,52,4,3
18185,"JP",2,7,2,1,65,2,2
13644,"DK",3,1,1,0,29,4,4
9537,"UA",5,8,2,0,77,2,2
18587,"PH",2,7,1,1,37,4,3
1820,"AR",4,-1,3,1,27,2,3
46,"UA",5,-1,5,1,57,1,1
16578,"SE",1,7,4,0,39,4,4
19456,"IS",1,10,5,0,60,4,4
731,"NO",5,-1,4,1,32,2,3
11604,"IT",5,0,1,0,80,4,2
10676,"PL",4,9,5,0,46,2,4
12466,"JP",2,0,4,0,47,4,2
9274,"CN",5,4,4,0,59,2,2
17529,"CZ",3,1,3,1,43,4,2
19227,"FR",5,5,1,0,64,5,2
8696,"PL",5,7,2,1,66,4,3
16111,"UA",4,4,1,1,58,2,1
17880,"FR",1,6,1,1,63,2,1
3741,"RU",3,0,3,1,51,4,2
17096,"PL",4,6,2,0,53,2,3
14589,"TW",4,1,3,1,34,2,2
6623,"TW",1,5,4,1,46,1,3
4762,"NO",3,2,4,0,48,4,2
4933,"UA",3,4,1,1,70,5,1
5003,"ZA",4,0,1,1,53,2,3
12238,"RU",2,5,3,0,40,2,2
12240,"UA",1,9,4,0,72,4,4
19362,"CH",5,4,4,1,52,1,1
4332,"DK",3,-1,2,0,48,2,1
3756,"TW",2,2,5,1,28,3,3
13683,"FR",2,2,5,0,53,4,2
13689,"FR",1,7,5,0,48,4,3
21141,"CL",4,9,2,1,68,4,1
11252,"CN",1,6,5,1,55,1,3
7485,"TW",1,8,3,1,44,4,3
20636,"AU",3,2,2,0,68,4,2
6042,"RU",2,2,2,1,58,2,3
16498,"KR",5,0,1,1,42,1,1
1064,"PT",5,0,2,0,49,5,3
9213,"GB-GBN",3,10,5,0,53,4,3
14926,"ZA",4,6,1,0,65,2,2
4403,"FI",1,-1,5,0,54,2,1
7415,"PH",4,9,1,0,80,4,2
351,"KR",5,6,3,0,50,4,3
650,"PT",4,1,2,0,68,5,3
21204,"CN",1,1,5,0,55,2,2
878,"RU",4,8,5,1,51,1,3
2304,"IS",5,0,4,1,54,1,2
5527,"FR",1,-1,2,0,50,1,2
6442,"SK",5,9,5,1,78,2,3
3134,"PL",2,7,5,0,54,3,3
970,"FI",4,4,2,1,62,2,2
20072,"FR",1,10,3,0,47,4,2
20467,"FR",5,1,2,0,62,4,2
12503,"SI",2,4,3,1,33,4,3
9452,"IL",5,8,1,0,70,5,2
4217,"CH",3,8,2,0,75,4,2
7173,"NO",4,6,4,0,56,1,2
9515,"SI",1,6,5,1,53,4,2
572,"SI",1,9,4,1,46,4,3
14940,"CN",2,6,4,1,28,4,3
10106,"FI",4,3,5,1,27,3,3
13162,"CY",5,4,2,1,41,5,2
8106,"CN",1,7,5,0,53,2,2
9577,"FR",2,10,5,1,64,4,1
18867,"HU",5,7,3,0,46,3,3
18572,"IL",4,3,2,1,47,1,3
1109,"TR",4,7,3,1,48,4,3
11701,"TW",5,10,2,1,66,5,1
12297,"PL",2,4,3,0,61,4,2
12431,"DK",4,2,2,1,38,2,3
8698,"CN",4,4,1,1,65,5,2
16679,"SI",2,9,5,1,49,2,3
